item,version,header,continuation
Malicious Acts or Vandalism ,controversial,Olivia has insurance that covers malicious acts of vandalism. ,"Olivia lives in a very quiet neighborhood at the edge of town. Her home is relatively modern and also kept in a good state. Olivia, however, is wanting to remodel the exterior of the home with a new coat of paint. She has interest in selling her home, and a facelift would increase the overall value of the property, so she hires a duo of handymen to repaint the exterior of her house while she is at work.  When she returns home, she finds that the exterior of her house was vandalized with bright paint, and her windows and doors were broken. She files a police report and then is left with the cost to repair the damages. Not wanting to pay out of pocket, she files a claim. However, the insurance company denies her compensation stating she is liable for this type of damage.  "
Substance or Ground Heave ,unambiguous_uncovered,"Blake has building insurance against Substance or Ground Heave, defined as “Loss or damage resulting from subsidence or ground heave of the site on which the building stands, or landslip.” "," Blake has a rental property that is covered by this insurance policy. The neighborhood is relatively upscale and most of the homes hold high value due to its safety and proximity to shops and restaurants. However, Blake’s home is the oldest property in the neighborhood, and he is in dire need of a renovation. When Blake does some research, he finds that demolishing the home and building a new one from scratch will be comparable in cost for a remodel. Knowing this, and given his insurance policy, he decides to bulldoze his home and file a claim. However, the insurance company denies his request upon review, citing that he is liable for construction costs."
Substance or Ground Heave ,unambigous_covered,"Blake has building insurance against Substance or Ground Heave, defined as “Loss or damage resulting from subsidence or ground heave of the site on which the building stands, or landslip.” ","Blake has a rental property that is covered by this insurance policy. The neighborhood is relatively upscale and most of the homes hold high value due to its safety and proximity to shops and restaurants. However, Blake’s home is the oldest property in the neighborhood, and he is in dire need of a renovation. To make matters worse, a property surveyor inspects Blake's home and informs him that the soil beneath the home is unstable. The home is sinking into the ground at a rate of 1 to 2 inches per year. However, the insurance company denies his request upon review, citing that he is liable for the damages."
Substance or Ground Heave ,controversial,"Blake has building insurance against Substance or Ground Heave, defined as “Loss or damage resulting from subsidence or ground heave of the site on which the building stands, or landslip.” ","Blake has a rental property that is covered by this insurance policy. The neighborhood is relatively upscale and most of the homes hold high value due to its safety and proximity to shops and restaurants. However, Blake’s home is the oldest property in the neighborhood, and he is in dire need of a renovation. He decides to remodel his home and add a sprinkler system to the backyard. The sprinkler crew excavates the yard to make way for sprinkler pipes, they complete the install as normal. Before long, however, the property begins to heave. Unsure if it's from natural causes or the construction of the sprinkler system, Blake decides to file a claim. However, the insurance company denies his request upon review, citing that he is liable for the damages."
Substance or Ground Heave II ,unambiguous_uncovered,"Clint has building insurance against Substance or Ground Heave, defined as “Loss or damage resulting from subsidence or ground heave of the site on which the building stands, or landslip.”","Clint has an office building that is in a relatively new area of town. He had the building constructed from scratch to support his business ventures and is pleased with the overall design and quality of the building. As the years and months go by, Clint has an inspector survey his property to catch any issues before they become serious problems. Clint is informed that the building has sunk into its roots and shifted slightly since its original construction. This is not concerning to Clint, and the surveyor informs him that this is completely natural. Clint, seeing the opportunity for a payout, contacts his insurance company and files a claim. To his dismay, however, the insurance company denies his claim, citing that natural movement is uncovered. "
Substance or Ground Heave II ,unambigous_covered,"Clint has building insurance against Substance or Ground Heave, defined as “Loss or damage resulting from subsidence or ground heave of the site on which the building stands, or landslip.”","Clint has an office building that is in a relatively new area of town. He had the building constructed from scratch to support his business ventures and is pleased with the overall design and quality of the building. As the years and months go by, Clint has an inspector survey his property to catch any issues before they become serious problems. Clint is informed that the building is suffering from subsidence, which is essentially the building sinking into the earth. He contacts his insurance company and files a claim. To his dismay, however, the insurance company denies his claim, citing that natural movement is uncovered. "
Substance or Ground Heave II ,controversial,"Clint has building insurance against Substance or Ground Heave, defined as “Loss or damage resulting from subsidence or ground heave of the site on which the building stands, or landslip.”","Clint has an office building that is in a relatively new area of town. He had the building constructed from scratch to support his business ventures and is pleased with the overall design and quality of the building. As the years and months go by, Clint has an inspector survey his property to catch any issues before they become serious problems. Clint is informed that the building is suffering from subsidence, which is essentially the building sinking into the earth. The inspector cites improperly placed gas lines leading into Clint’s property, which he had placed a few years ago. He contacts his insurance company and files a claim. To his dismay, however, the insurance company denies his claim, citing that the damage he suffered is uncovered."
Hotwork Precautions and Public Liability ,unambiguous_uncovered,"Shannon has an insurance policy that covers “hot work precautions and public liability” where “hot work” is defined as any work that requires, uses or produces open flames or any other sources of heat or sparks that could ignite flammable or combustible materials.","A contractor was hired to install a layer of felt on a roof, which involved the use of a blow torch. While carrying out this work, they noticed that flames were coming from the corner of the roof. The fire caused significant damage to the premises and was shown to have started with the hot work. The contractor took some safety precautions including clearing flammable materials from the work area. However, they failed to carry out other relevant precautions, such as protecting flammable surfaces and having a fire extinguisher ready to use. As a result of these omissions, they breached the conditions of their policy and were not covered when Shannon made a claim for damages against them."
Hotwork Precautions and Public Liability ,unambigous_covered,"Shannon has an insurance policy that covers “hot work precautions and public liability” where “hot work” is defined as any work that requires, uses or produces open flames or any other sources of heat or sparks that could ignite flammable or combustible materials.","A contractor was hired to install a layer of felt on a roof, which involved the use of a blow torch. While carrying out this work, they noticed that flames were coming from the corner of the roof. The fire caused significant damage to the premises and was shown to have started with the hot work. The contractor took all necessary safety precautions including clearing flammable materials from the work area and having a fire extinguisher ready to use. As a result, Shannon files a claim. However, the insurance company refutes the claim and states she is uncovered for the damages."
Hotwork Precautions and Public Liability ,controversial,"Shannon has an insurance policy that covers “hot work precautions and public liability” where “hot work” is defined as any work that requires, uses or produces open flames or any other sources of heat or sparks that could ignite flammable or combustible materials."," A contractor was hired to install a layer of felt on a roof, which involved the use of a blow torch. Unbeknownst to Shannon, the contractor is a disgruntled worker. The contractor intentionally damages several sections of the roof with the blow torch and then proceeds to flee the premises. Ironically, the contractor took all necessary safety precautions including clearing flammable materials from the work area and having a fire extinguisher ready to use. As a result, Shannon files a claim. However, the insurance company refutes the claim and states she is uncovered for the damages."
Hotwork Precautions and Public Liability II ,unambiguous_uncovered,"Martha has an insurance policy that covers “hot work precautions and public liability” where “hot work” is defined as any work that requires, uses or produces open flames or any other sources of heat or sparks that could ignite flammable or combustible materials.","Martha is redoing her flooring in the living room from carpet to hardwood. She needs a heat gun to help the glue dry faster. Martha does not have a fire extinguisher at her home. Along with her heat gun, she sets a power drill and its battery nearby. While arranging her floor boards, she sets her heat gun down by the battery, which causes it to ignite and damage her flooring and walls before she is able to control the fire. She decides to file a claim with her insurance for the damages. However, they inform her that she breached the conditions of their policy and were not covered when the building owner made a claim for damages against them."
Hotwork Precautions and Public Liability II ,unambigous_covered,"Martha has an insurance policy that covers “hot work precautions and public liability” where “hot work” is defined as any work that requires, uses or produces open flames or any other sources of heat or sparks that could ignite flammable or combustible materials.","Martha is redoing her flooring in the living room from carpet to hardwood. She needs a heat gun to help the glue dry faster. Martha takes the appropriate steps like having a fire extinguisher and heat protection to her walls and floor. Along with her heat gun, she sets a power drill and its battery nearby. While arranging her floor boards, she sets her heat gun down by the battery, which causes it to ignite and damage her flooring and walls before she is able to control the fire. She decides to file a claim with her insurance for the damages. However, they inform her that she is not covered when the building owner made a claim for damages against them."
Hotwork Precautions and Public Liability II ,controversial,"Martha has an insurance policy that covers “hot work precautions and public liability” where “hot work” is defined as any work that requires, uses or produces open flames or any other sources of heat or sparks that could ignite flammable or combustible materials.","Martha is redoing her floor in her living room from carpet to hardwood. She needs a heat gun to help the glue dry faster. Martha takes the appropriate steps like having a fire extinguisher and heat protection to her walls and floor. Along with her heat gun, she sets a power drill and its battery nearby. While arranging her floor boards, she sets her heat gun down by the battery, which causes it to ignite and damage her flooring and walls. She attempts to control the fire, but the fire extinguisher malfunctions. She controls the fire and decides to file a claim with her insurance for the damages.  However, they inform her that she is not covered when the building owner made a claim for damages against them."
Goods Carrying Vehicle: Loss or Damage to Vehicle ,unambiguous_uncovered,"Vance has an insurance policy against loss or damage to his goods carrying vehicle defined as “loss or damage to the vehicle, audio visual communication and guidance systems, replacement for key theft, and recovery and redelivery.” ","Vance has a DJ business where he goes around town to work venues out of his van. His van has special audio equipment as it is Vance’s only vehicle for his business. The van is relatively old and its warranty has expired for a few years. Vance receives a call one day for a DJ opportunity in a nearby town. On the way, he suffers a breakdown, likely from spark plugs that have worn down. When he calls his insurance to file a claim, they deny his request and inform him that mechanical breakdowns are not covered."
Goods Carrying Vehicle: Loss or Damage to Vehicle ,unambigous_covered,"Vance has an insurance policy against loss or damage to his goods carrying vehicle defined as “loss or damage to the vehicle, audio visual communication and guidance systems, replacement for key theft, and recovery and redelivery.” ","Vance has a DJ business where he goes around town to work venues out of his van. His van has special audio equipment as it is Vance’s only vehicle for his business. The van is relatively old and its warranty has expired for a few years. Vance receives a call one day for a DJ opportunity in a nearby town. On the way, he stops at a gas station to fuel up. He attempts to re enter his car, but notices his keys are missing. He realizes he’s been pickpocketed via surveillance footage and files a corroborating police report. When he calls his insurance to file a claim, they deny his request and inform him that he is not covered."
Goods Carrying Vehicle: Loss or Damage to Vehicle ,controversial,"Vance has an insurance policy against loss or damage to his goods carrying vehicle defined as “loss or damage to the vehicle, audio visual communication and guidance systems, replacement for key theft, and recovery and redelivery.” ","Vance has a DJ business where he goes around town to work venues out of his van. His van has special audio equipment as it is Vance’s only vehicle for his business. The van is relatively old and its warranty has expired for a few years. Vance receives a call one day for a DJ opportunity in a nearby town. On the way, he encounters severe rain that floods the road. Eventually, he is unable to drive and the van is almost window deep in water. The van is essentially totaled, and when he calls his insurance to file a claim, they deny his request and inform him that he is not covered."
Goods Carrying Vehicle: Trailers and Towing ,unambiguous_uncovered,Maria has an insurance policy that is part of her “Goods Carrying Vehicle Policy” that covers “trailers and towing.” ," Maria owns a truck and trailer for her ranch in a small rural town. The town frequently is hit with bad weather and it is often hard to get a tow truck to retrieve a vehicle. One day, Maria’s friend calls her and informs her that she has broken down. Her friend offers to pay Maria a fair sum of money to use her trailer to take her car to a repair shop. Maria agrees to the deal, and reaches her friend’s location. While Maria is hauling her friend’s car on her trailer, her tow hook snaps, damaging both the car and the trailer. When Maria files an insurance claim, they inform her that she is uncovered since she accepted monetary payment to use her trailer. "
Goods Carrying Vehicle: Trailers and Towing ,unambigous_covered,Maria has an insurance policy that is part of her “Goods Carrying Vehicle Policy” that covers “trailers and towing.” ,"Maria owns a truck and trailer for her ranch in a small rural town. The town frequently is hit with bad weather and it is often hard to get a tow truck to retrieve a vehicle. One day, Maria’s friend calls her and informs her that she has broken down. Her friend offers to pay Maria a fair sum of money to use her trailer to take her car to a repair shop. Maria declines payment, opting to do it out of generosity. She eventually reaches her friend’s location. While Maria is hauling her friend’s car on her trailer, her tow hook snaps, damaging both the car and the trailer. When Maria files an insurance claim, they inform her that she is uncovered since she did not accept monetary payment to use her trailer. "
Goods Carrying Vehicle: Trailers and Towing ,controversial,Maria has an insurance policy that is part of her “Goods Carrying Vehicle Policy” that covers “trailers and towing.” ,"Maria owns a truck and trailer for her ranch in a small rural town. The town frequently is hit with bad weather and it is often hard to get a tow truck to retrieve a vehicle. One day, Maria’s friend calls her and informs her that she has broken down. Her friend offers to pay Maria a fair sum of money to use her trailer to take her car to a repair shop. Maria declines payment, opting to do it out of generosity. She eventually reaches her friend’s location. While Maria is hauling her friend’s car on her trailer, the car ignites and damages the trailer. Fortunately, no one was injured. When Maria files an insurance claim, they inform her that she is uncovered since she did not accept monetary payment to use her trailer. "
Goods Carrying Vehicle: Personal Belongings ,unambiguous_uncovered,"Case has an insurance policy that covers “personal belongings” for his “Goods Carrying Vehicle” policy. The policy covers “In the event of an accident involving your vehicle, we will pay up to £250 in total for loss of or damage to personal belongings in, or on, your vehicle.”","Case has a brand new SUV with all the modern defenses against theft and break-in. Case also keeps his SUV in his garage overnight, so there is effectively little chance of his belongings being stolen. However, Case likes to keep his wireless headphones with him wherever he goes and he often takes them with him in his car. He decides that his headphones are quite worn-out, and wants to purchase a newer version. He decides to file an insurance claim for personal belongings to gain compensation to purchase new headphones. However, the insurance company denies his claim."
Goods Carrying Vehicle: Personal Belongings ,unambigous_covered,"Case has an insurance policy that covers “personal belongings” for his “Goods Carrying Vehicle” policy. The policy covers “In the event of an accident involving your vehicle, we will pay up to £250 in total for loss of or damage to personal belongings in, or on, your vehicle.”","Case has a brand new SUV with all the modern defenses against theft and break-in. Case is driving to work one day in relatively good weather. He is crossing an intersection when someone suddenly runs a stoplight and hits his vehicle. Case is unhurt, but his car and cellphone are severely damaged. He decides to file an insurance claim for personal belongings to gain compensation to purchase new headphones. However, the insurance company denies his claim."
Goods Carrying Vehicle: Personal Belongings ,controversial,"Case has an insurance policy that covers “personal belongings” for his “Goods Carrying Vehicle” policy. The policy covers “In the event of an accident involving your vehicle, we will pay up to £250 in total for loss of or damage to personal belongings in, or on, your vehicle.”","Case has a brand new SUV with all the modern defenses against theft and break-in. Case is camping near a riverbank and parks his car near the shore. He has his camping equipment in the car and begins to collect wood to start a fire. However, a large swell turns the car on its side and breaks several windows, leaving Case’s equipment to drift down the river. He decides to file an insurance claim for personal belongings to gain compensation to purchase new equipment. However, the insurance company denies his claim."
Goods Carrying Vehicle: Personal Belongings II ,unambiguous_uncovered,"Bart has an insurance policy that covers “personal belongings” for his “Goods Carrying Vehicle” policy. The policy covers “In the event of an accident involving your vehicle, we will pay up to £250 in total for loss of or damage to personal belongings in, or on, your vehicle.”","Bart works at a small firm and gets paid biweekly. He does not have direct deposit, so he often collects a paper check from his employer. On a typical Thursday, Bart is paid for the work he has done. On the way home, we stopped at a fast food chain to grab a quick bite. When he returns to his car, he notices that the door is slightly ajar and his check is now missing. Bart decides to file a claim with his insurance company. However, they deny his claim after informing him that personal documents are uncovered."
Goods Carrying Vehicle: Personal Belongings II ,unambigous_covered,"Bart has an insurance policy that covers “personal belongings” for his “Goods Carrying Vehicle” policy. The policy covers “In the event of an accident involving your vehicle, we will pay up to £250 in total for loss of or damage to personal belongings in, or on, your vehicle.”","Bart works at a small firm and gets paid biweekly. He does not have direct deposit, so he often collects a paper check from his employer. On a typical Thursday, Bart is paid for the work he has done. He is in need of a new golf club, so he purchases one after cashing his check at a bank. On the way home, we stopped at a fast food chain to grab a quick bite. When he returns to his car, he notices that the door is slightly ajar and his golf clubs are now missing. Bart decides to file a claim with his insurance company. However, they deny his claim after informing him that personal documents are uncovered."
Goods Carrying Vehicle: Personal Belongings II ,controversial,"Bart has an insurance policy that covers “personal belongings” for his “Goods Carrying Vehicle” policy. The policy covers “In the event of an accident involving your vehicle, we will pay up to £250 in total for loss of or damage to personal belongings in, or on, your vehicle.”","Bart works at a small firm and gets paid biweekly. He does not have direct deposit, so he often collects a paper check from his employer. On a typical Thursday, Bart is paid for the work he has done. He is in need of a new golf club, so he purchases one after cashing his check at a bank. On the way home, he is followed by a blue car that suddenly crashes into him. Bart is knocked unconscious, but when he comes to, he notices that his golf club has gone missing. Bart decides to file a claim with his insurance company. However, they deny his claim after informing him that personal documents are uncovered."
Escape of Water III ,unambiguous_uncovered,"Belinda’s homeowner’s insurance policy includes coverage for escape of water damage, defined as “damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe, boiler or faulty appliance.”","Belinda’s home is in optimal condition and a recent plumbing inspection has also confirmed this. One day, she is about to mow her yard when she notices her neighbor’s hose leaking water into her yard, right near her house. After inspection, the water has severely corroded the wood, which Belinda now must replace. Remembering her insurance policy, she files a claim. However, the insurer disputes Belinda’s claim, claiming that the damage Belinda experienced does not constitute escape of water."
Escape of Water III ,unambigous_covered,"Belinda’s homeowner’s insurance policy includes coverage for escape of water damage, defined as “damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe, boiler or faulty appliance.”","Belinda’s home is in optimal condition and a recent plumbing inspection has also confirmed this. One day, she is about to mow her yard when she sees water seeping out of her garage and into her home.  She confirms a water line has burst and she needs the damage repaired but does not want to pay out of pocket. When she calls her insurer, however, the insurer disputes Miranda’s claim, claiming that the damage Miranda experienced does not constitute escape of water."
Escape of Water III ,controversial,"Belinda’s homeowner’s insurance policy includes coverage for escape of water damage, defined as “damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe, boiler or faulty appliance.”","Belinda’s home is in optimal condition and a recent plumbing inspection has also confirmed this. One day, she is mowing her yard and performing garden work. She accidently digs over a water line and she suddenly sees a spout of water spewing from the ground. She confirms a water line has burst and she needs the damage repaired but does not want to pay out of pocket. When she calls her insurer, however, the insurer disputes Miranda’s claim, claiming that the damage Miranda experienced does not constitute escape of water."
Storm Damage and Maintenance III ,unambiguous_uncovered,"Rick’s home insurance policy includes coverage for storm damage and maintenance damage, defined as “damage caused by a storm.” A storm is defined with: hail of such intensity that it causes damage to hard surfaces or breaks glass, torrential rainfall at a rate of at least 25mm per hour, snow to a depth of at least 12 inches (30cms) in 24 hours, wind speeds with gusts of at least 48 knots (55mph).","One evening, Rick enjoys the soothing sounds of light rainfall upon his home and a good movie. As he is relaxing on his couch, he feels a drop on his forehead. He realizes that his roof is leaking. When he calls his insurer, however, the insurer disputes his claim, claiming that the damage Rick experienced is uncovered."
Storm Damage and Maintenance III ,unambigous_covered,"Rick’s home insurance policy includes coverage for storm damage and maintenance damage, defined as “damage caused by a storm.” A storm is defined with: hail of such intensity that it causes damage to hard surfaces or breaks glass, torrential rainfall at a rate of at least 25mm per hour, snow to a depth of at least 12 inches (30cms) in 24 hours, wind speeds with gusts of at least 48 knots (55mph).","Rick’s home is in optimal condition. A hail storm passes through his town. Winds are relatively light, however, the hail reaches golf ball proportions. Rick’s roof is damaged by the hail and corresponding wind gusts. Not wanting to pay out of pocket, he remembers his insurance policy. When he calls his insurer, however, the insurer disputes his claim, claiming that the damage Rick experienced is uncovered."
Storm Damage and Maintenance III ,controversial,"Rick’s home insurance policy includes coverage for storm damage and maintenance damage, defined as “damage caused by a storm.” A storm is defined with: hail of such intensity that it causes damage to hard surfaces or breaks glass, torrential rainfall at a rate of at least 25mm per hour, snow to a depth of at least 12 inches (30cms) in 24 hours, wind speeds with gusts of at least 48 knots (55mph).","Rick’s home is in optimal condition. It's relatively new and he recently had a home inspection to confirm the conditions mentioned in his policy are met. One day, Rick’s town experiences a tornado. Thankfully, no one is injured as the tornado advances through his town. However, extreme winds caused debris to fly through the air and destroy Rick’s windows. When he calls his insurer, however, the insurer disputes his claim, claiming that the damage Cam experienced is uncovered."
Identity Theft II ,unambiguous_uncovered,"Jack has insurance coverage against “Identity Theft” defined as “If you or your family become aware of identity theft we agree to pay up to £50,000 for: 1, reasonable legal costs you or your family pay to defend a claim from a financial institution issuing the payment card and 2, ancillary costs.”","Jack owns a small business, and has necessary records of private information of his clients on file. He entrusts a third party company to monitor the identities of his clients to make sure that their information is not stolen and sold on the dark web. One weekend, Jack is made aware that the passports of some of his clients have been used on the dark web and someone has likely used them to create false accounts and procure documents. He discovers that a government agency is at fault and decides to sue for negligence. To cover legal fees, he files an insurance claim. However, he is denied coverage as the insurer informs him that damages related to occupation are uncovered. "
Identity Theft II ,unambigous_covered,"Jack has insurance coverage against “Identity Theft” defined as “If you or your family become aware of identity theft we agree to pay up to £50,000 for: 1, reasonable legal costs you or your family pay to defend a claim from a financial institution issuing the payment card and 2, ancillary costs.”","Jack entrusts a third party company to monitor his identity to ensure his information is not stolen and sold on the dark web. One weekend, Jack is made aware that his passport has been used on the dark web and someone has likely used it to create false accounts and procure documents. He discovers that a government agency is at fault and decides to sue for negligence. To cover legal fees, he files an insurance claim. However, he is denied coverage as the insurer informs him that he is uncovered. "
Identity Theft II ,controversial,"Jack has insurance coverage against “Identity Theft” defined as “If you or your family become aware of identity theft we agree to pay up to £50,000 for: 1, reasonable legal costs you or your family pay to defend a claim from a financial institution issuing the payment card and 2, ancillary costs.”","Jack works at a small business. Jack’s employer entrusts a third party company to monitor the identity of the business’s employees to ensure their information is not stolen and sold on the dark web. One weekend, Jack is made aware that his passport has been used on the dark web and someone has likely used it to create false accounts and procure documents. His boss discovers that a government agency is at fault and decides to sue for negligence. To cover the legal fees his boss needs to fight the identity theft, he files an insurance claim. However, he is denied coverage as the insurer informs him that he is uncovered. "
Vehicle Damage IV ,unambiguous_uncovered,"Chris’s car insurance policy includes coverage for damage, defined as “for loss or damage to the policy holder’s car, Accessories, including children’s car seats, while in or on your car, and Audio equipment while in your car.”","Chris is about to head out to work for the day. When he arrives at his car, he sees there is writing that has been scratched into his car. The writing reveals “Love you Dad”. Chris, understanding that his children have tried to make a sweet gesture for him, decides to file a claim with his insurance for damages. However, his insurer denies his claim, stating that damage done intentionally by family members is uncovered."
Vehicle Damage IV ,unambigous_covered,"Chris’s car insurance policy includes coverage for damage, defined as “for loss or damage to the policy holder’s car, Accessories, including children’s car seats, while in or on your car, and Audio equipment while in your car.”","Chris is about to head out to work for the day. When he starts his car, he adjusts his mirrors and buckles his seat belt. As he backs out of the driveway, he collides into his own mailbox. The damage is mostly cosmetic, including damage to Chris’s tail lights. Not wanting to pay out of pocket, Chris remembers he has insurance for damages to his car. However, when he calls his insurer, the insurer refuses to cover the cost of the damages."
Vehicle Damage IV ,controversial,"Chris’s car insurance policy includes coverage for damage, defined as “for loss or damage to the policy holder’s car, Accessories, including children’s car seats, while in or on your car, and Audio equipment while in your car.”","Chris is about to head out to work for the day. Chris buckles his seat belt and adjusts his mirrors. Out of nowhere, a renegade tire rolls full speed and breaks the radio antenna of his car. No airbags deploy but the damage is virtually nonexistent aside from the broken radio antenna. As a result, Chris’s audio equipment fails to work properly since it relies on the radio antenna. So not wanting to pay out of pocket, Chris remembers he has insurance for damages to his car. However, when he calls his insurer, the insurer refuses to cover the costs."
Personal Accident III ,unambiguous_uncovered,"Franklin’s car insurance policy includes coverage for Personal Accident, defined as “You or any other person in your car who is accidentally injured while traveling in or getting into or out of your car, whilst in the United Kingdom and this injury alone results within three calendar months in: 1. Death; or 2. Permanent and total loss of sight in one or both eyes; or 3. Loss of, or permanent and total loss of use of, one or more limbs at or above the elbow or knee.”"," Franklin is an avid climber, and he often takes camping trips to go to serene destinations to climb. One day, he is injured in a climb and the doctor informs him that he will likely never regain full functionality in his knee. He uses his car insurance plan to say he was in a car accident and is now permanently injured. His plan, however, backfires when the insurance company denies his claim after access to his medical records. "
Personal Accident III ,unambigous_covered,"Franklin’s car insurance policy includes coverage for Personal Accident, defined as “You or any other person in your car who is accidentally injured while traveling in or getting into or out of your car, whilst in the United Kingdom and this injury alone results within three calendar months in: 1. Death; or 2. Permanent and total loss of sight in one or both eyes; or 3. Loss of, or permanent and total loss of use of, one or more limbs at or above the elbow or knee.”","Franklin is an avid climber, and he often takes camping trips to go to serene destinations to climb. One day, he is injured  in a car crash that occurs while he driving to a campsite. His doctor informs him that he will likely never regain full functionality in his knee. He uses his car insurance plan to say he was in a car accident and is now permanently injured. His plan, however, backfires when the insurance company denies his claim after access to his medical records. "
Personal Accident III ,controversial,"Franklin’s car insurance policy includes coverage for Personal Accident, defined as “You or any other person in your car who is accidentally injured while traveling in or getting into or out of your car, whilst in the United Kingdom and this injury alone results within three calendar months in: 1. Death; or 2. Permanent and total loss of sight in one or both eyes; or 3. Loss of, or permanent and total loss of use of, one or more limbs at or above the elbow or knee.”","Franklin is an avid climber, and he often takes camping trips to go to serene destinations to climb. One day, he parks on an incline near his campsite. Unfortunately, the brakes fail, and Franklin is injured by his car running over his leg. The doctor informs him that he will likely never regain full functionality in his knee. He uses his car insurance plan to say he was in a car accident and is now permanently injured. However, the insurance company denies his claim and states he is uncovered."
Malicious Acts or Vandalism II ,unambiguous_uncovered,Beth has insurance that covers malicious acts or vandalism. ," Beth lives in a very quiet neighborhood at the edge of town. Her home is relatively modern and also kept in a good state. Beth also has two young children who like to draw and paint. Beth is returning from work one afternoon and picks her children up from school. She gets home to unwind, and hears her children talking in the hallway. When she goes to observe, she sees that her children have drawn a picture on one of the walls with a permanent marker. She decides to repair the damage and also files an insurance claim. However, the insurance company denies her compensation stating she is liable for this type of damage.  "
Malicious Acts or Vandalism II ,unambigous_covered,Beth has insurance that covers malicious acts or vandalism. ,"Beth lives in a very quiet neighborhood at the edge of town. Her home is relatively modern and also kept in a good state. Beth also has two young children who like to draw and paint. Beth is returning from work one afternoon and picks her children up from school. When she gets home, she sees that her house has graffiti on the wall. She goes to review her surveillance footage to see a group of teenagers with spray paint outside her home. Beth wants to repaint and remove the graffiti around her home but does not want to pay out of pocket.. She decides to file a claim with her insurance company. However, they deny her claim after review and inform her she is uncovered. "
Malicious Acts or Vandalism II ,controversial,Beth has insurance that covers malicious acts or vandalism. ,"Beth lives in a very quiet neighborhood at the edge of town. Her home is relatively modern and also kept in a good state. Beth also has two young children who like to draw and paint. Beth is returning from work one afternoon and picks her children up from school. When she gets home, she sees that her house is covered in egg shells. She goes to review her surveillance footage to see a group of teenagers throwing eggs at her home. There is not necessarily any damage, but she needs to clean the outside of her home. She decides to file a claim to see if the insurance policy can cover some of the expenses to procure cleaning supplies. However, they deny her claim after review and inform her she is uncovered. "
Trace and Access II ,unambiguous_uncovered,"Jett has insurance that covers “Trace and Access”, defined as “for any one claim for necessary and reasonable costs that you incur in finding the source of damage to the home caused by: 1. Escape of water from a fixed water drainage or heating installation, 2. Escape of oil from a fixed oil fired heating Installation, 3. accidental damage to cables, pipes, underground drain pipes or tanks providing services to and from the home for which you are responsible.”","Jett moves into his new home and purchases this insurance policy. Jett discovers that his water pressure is very low, and calls an inspector to survey what may be the issue. Floorboards have to be removed to access the piping. It is then discovered that the water pipes are defective. Not wanting to pay out of pocket to repair the floorboards, Jett files an insurance claim. However, his insurance disputes his claim and tells him defective pipes are not covered."
Trace and Access II ,unambigous_covered,"Jett has insurance that covers “Trace and Access”, defined as “for any one claim for necessary and reasonable costs that you incur in finding the source of damage to the home caused by: 1. Escape of water from a fixed water drainage or heating installation, 2. Escape of oil from a fixed oil fired heating Installation, 3. accidental damage to cables, pipes, underground drain pipes or tanks providing services to and from the home for which you are responsible.”","Jett moves into his new home and purchases this insurance policy. Jett discovers that his water pressure is very low, and calls an inspector to survey what may be the issue. Floorboards have to be removed to access the piping. It is then discovered that the water pipes have cracked due to long term wear. Not wanting to pay out of pocket to repair the floorboards, Jett files an insurance claim. However, his insurance disputes his claim and states he is uncovered."
Trace and Access II ,controversial,"Jett has insurance that covers “Trace and Access”, defined as “for any one claim for necessary and reasonable costs that you incur in finding the source of damage to the home caused by: 1. Escape of water from a fixed water drainage or heating installation, 2. Escape of oil from a fixed oil fired heating Installation, 3. accidental damage to cables, pipes, underground drain pipes or tanks providing services to and from the home for which you are responsible.”"," Jett moves into his new home and purchases this insurance policy. Jett discovers that his bathroom amenities are not functioning properly. He has to tear open the floorboards to discover that the sewage line to his home is in need of a repair. Not wanting to pay out of pocket to repair the floorboards, Jett files an insurance claim. However, his insurance disputes his claim and states he is uncovered."
Vehicle Fire and Theft VI ,unambiguous_uncovered,"Cooper’s car insurance policy includes coverage for theft and fire, defined as “for loss or damage as a result of theft, attempted theft, fire, lightning or explosion to the policy holder’s car, Accessories, including children’s car seats, while in or on your car, and Audio equipment while in your car.” ","Cooper goes to work one day and parks his car in a garage nearby. When he returns to the garage for lunch, finds his car has been stolen. He tries to use the tracker on his car, but realizes he has not renewed the subscription service. Understanding that he is covered for theft, Cooper files a claim with his insurance to avoid paying out of pocket for a replacement car. However, the insurance company refutes this and denies his claim."
Vehicle Fire and Theft VI ,unambigous_covered,"Cooper’s car insurance policy includes coverage for theft and fire, defined as “for loss or damage as a result of theft, attempted theft, fire, lightning or explosion to the policy holder’s car, Accessories, including children’s car seats, while in or on your car, and Audio equipment while in your car.” ","Cooper goes to work one day and parks his car in a garage nearby. When he returns to the garage for lunch, finds his car has been stolen. He is able to use the tracker on his car to give the information to the police.. Understanding that he is covered for theft, Cooper files a claim with his insurance to avoid paying out of pocket for a rental car until the police can retrieve his personal vehicle. However, the insurance company refutes this and denies his claim."
