workerid,proliferate.condition,confidence,continuation,header,individual_judgment,item,population_judgment,slide_number_in_experiment,time,title,version,subject_information.affiliation,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,subject_information.legaltraining,subject_information.problems,subject_information.race,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
1319,condition1,2,"One day, Gene parks his car next to his home and leaves behind his smartphone, which catches fire later that day due to a defect. Gene notices and manages to extinguish the fire before it totals the car, but not before the fire spreads to a portable Bluetooth speaker that Gene left next to the phone. Gene files a claim with his insurance company for the loss. ","Gene's car insurance policy includes coverage for ""Vehicle Fire,"" defined as <b>loss or damage as a result of fire to the policy holder's car or audio equipment (while in or on the car).""</b>",yes,Vehicle Fire,60,4,42866,Vehicle Fire II,controversial,4,39,Yes,thank you,2,2,Female,English,0,no,White,Chrome,Windows,864,1536,11.319933333333331,
1319,condition1,3,"John takes generally good care of his car, but over the years he has noticed a gradual buildup of rust on his front left wheel. He brings the car to a mechanic to have the wheel replaced. John files a claim with his insurance company for the damage. ","John's car insurance policy includes coverage for ""Vehicle Damage,"" which excludes <b>""loss or damage caused by wear and tear.""</b>",no,Vehicle Damage,92,5,74702,Vehicle Damage II,unambiguous_uncovered,4,39,Yes,thank you,2,2,Female,English,0,no,White,Chrome,Windows,864,1536,11.319933333333331,
2076,condition1,3,"One day, Dave is exiting the parking lot of a restaurant. Because he checks his car's manual regularly, he has just brought his car to a mechanic for scheduled maintenance. However, his brakes fail as he begins to drive, and he collides with the landscaping around the restaurant's property. No one is hurt, but the restaurant successfully sues Dave for the damage, costing Dave thousands of dollars. Dave files a claim with his insurance company for the losses. ","Dave has insurance that covers ""Public Liability Property Damages,"" defined as <b>""the damages that you are legally liable to pay for damage to third party property.""</b> The insurance policy also states that <b>""we will not pay for your losses if you failed to take reasonable steps to prevent the damage from occurring.""</b>",yes,Public Liability Property Damages,85,3,61703,Public Liability Property Damages,unambiguous_covered,2,55,Yes,,4,2,Female,English,0,"No, everything worked fine.",White,Chrome,Windows,1080,1920,3.5815333333333332,
2076,condition1,2,"Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda fills the tub with tomato juice to give her dog a bath after being sprayed by a skunk, but the tub suddenly cracks and begins to leak, causing the tomato juice to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.","Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as <b>""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""</b>",yes,Escape of Water,64,4,39437,Escape of Water III,controversial,2,55,Yes,,4,2,Female,English,0,"No, everything worked fine.",White,Chrome,Windows,1080,1920,3.5815333333333332,
2076,condition1,4,"Olivia lives in a very quiet neighborhood at the edge of town. One day, a garbage truck accidentally topples over in front of Olivia's house, littering her property with debris and costing her hundreds of dollars in cleanup expenses. Olivia files a claim with her insurance company for the damages.","Olivia has home insurance that covers damage from ""Malicious Acts or Vandalism,"" defined as <b>""actions involving deliberate destruction or damage to the policyholder's property.""</b>",no,Malicious Acts or Vandalism,93,5,47736,Malicious Acts or Vandalism I,unambiguous_uncovered,2,55,Yes,,4,2,Female,English,0,"No, everything worked fine.",White,Chrome,Windows,1080,1920,3.5815333333333332,
1133,condition1,3,"James is about to head out for work when he realizes he needs to clean out his car since he'll be taking some colleagues to lunch. He removes his child's car seat and places it on the trunk of the car. He heads back into his house to grab something he forgot, and he returns to find that another car has crashed into his parked car. The car seat is severely damaged in the crash. James files a claim with his insurance company for the damage. ","James' car insurance policy includes coverage for ""Vehicle Damage,"" defined as  <b>""damage to the policy holder's 1) car; or 2) car accessories, including children's car seats (while in or on the car)."" </b>",yes,Vehicle Damage,90,3,72089,Vehicle Damage V,unambiguous_covered,3,42,Yes,none,2,2,Female,english,0,none,White,Chrome,Linux,731,1300,2.75475,
1133,condition1,4,"Cooper, who doesn't keep a GPS tracking device in his car, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and driving away. Cooper files a claim with his insurance company for the loss. ","Cooper's car insurance policy includes coverage for ""Vehicle Theft,"" which applies only if <b>""the policyholder's car contains a working GPS tracking device.""</b>",no,Vehicle TheftVe,99,4,27139,Vehicle Theft VI,unambiguous_uncovered,3,42,Yes,none,2,2,Female,english,0,none,White,Chrome,Linux,731,1300,2.75475,
1133,condition1,4,"Jack is a successful business consultant. One day, while Jack is at home, hackers manage to infiltrate the computer network of an upscale restaurant where Jack and his colleagues frequently conduct meetings. The hackers steal Jack's credit card information and make a number of fraudulent purchases in his name. To resolve the fraud, Jack must spend thousands of dollars in legal fees. Jack files a claim with his insurance company for his losses. ","Jack has insurance coverage against loss and damage from ""Identity Theft,"" which excludes <b>""identity theft connected with the policyholder's occupation.""</b>",yes,Identity Theft,100,5,27462,Identity Theft II,controversial,3,42,Yes,none,2,2,Female,english,0,none,White,Chrome,Linux,731,1300,2.75475,
2200,condition1,4,"Miranda lives in a two-story house, and she has a washing machine on the upper floor. One day, the washing machine begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.","Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as <b>""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""</b>",yes,Escape of Water,90,3,21130,Escape of Water II,unambiguous_covered,1,51,Yes,,4,2,Female,English,0,no,White,Safari,Mac,900,1440,1.64025,
2200,condition1,4,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day,  she sees that an exterior wall of her house is covered with drawings made in permanent marker. She reviews her home surveillance footage and sees that it was her children who drew on the wall. She hires professional painters to paint over the drawing. Beth files a claim with her insurance company for the damages. ","Beth has home insurance that covers losses from ""Malicious Acts or Vandalism,"" defined as <b>""costs associated with repairing deliberate damage to the policyholder's property made by an adverse third party.""</b>",no,Malicious Acts or Vandalism,60,4,26697,Malicious Acts or Vandalism II,unambiguous_uncovered,1,51,Yes,,4,2,Female,English,0,no,White,Safari,Mac,900,1440,1.64025,
2200,condition1,4,"Ahmad drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front windshield. When he returns, he discovers a baseball near the car, and that the windshield appears chipped but otherwise functional and intact. Ahmad files a claim with his insurance company for the damage. ","Ahmad's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as <b>""broken glass in the car's windows or windshield.""</b>",yes,Vehicle Glass,85,5,16652,Vehicle Glass I,controversial,1,51,Yes,,4,2,Female,English,0,no,White,Safari,Mac,900,1440,1.64025,
1152,condition1,2,"One day, a hail storm hits Rick's house and causes damage to his skylight window. The window is chipped, but the roof is not leaking. Rick files a claim with his insurance company for the damage. ","Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as <b>""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass.""</b>",no,Hail Damage,50,3,92790,Hail Damage,controversial,3,47,No,N/A,3,1,Male,English,0,no,White,Chrome,Windows,1080,1920,3.8901333333333334,
1152,condition1,3,"One day, Chris is involved in a minor accident. His car stereo system and speakers were damaged. Chris files a claim with his insurance company for the damage. ","Chris's car insurance policy includes coverage for ""Vehicle Damage,"" defined as <b>""loss or damage to the policy holder's 1) car; or 2) audio equipment (while in the car)."" </b> ",yes,Vehicle Damage,90,4,32062,Vehicle Damage IV,unambiguous_covered,3,47,No,N/A,3,1,Male,English,0,no,White,Chrome,Windows,1080,1920,3.8901333333333334,
1152,condition1,4,"As Madison is carrying kerosene oil through her kitchen one afternoon, she slips and spills the oil, damaging her hardwood floors. Madison files a claim with her insurance company for the damage.","Madison has insurance that covers home damage from ""Escape of Oil,"" defined as <b>""oil leaking from a fixed oil-fired heating installation.""</b>",no,Escape of Oil,1,5,51328,Escape of Oil I,unambiguous_uncovered,3,47,No,N/A,3,1,Male,English,0,no,White,Chrome,Windows,1080,1920,3.8901333333333334,
1681,condition1,1,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day,  she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that her estranged young adult son spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages. ","Beth has home insurance that covers losses from ""Malicious Acts or Vandalism,"" defined as <b>""costs associated with repairing deliberate damage to the policyholder's property made by an adverse third party.""</b>",yes,Malicious Acts or Vandalism,60,3,53583,Malicious Acts or Vandalism II,controversial,2,33,Yes,,3,1,Male,English,0,n/a,White,Chrome,Windows,1050,1680,2.4075166666666665,
1681,condition1,3,"Jenny goes on vacation and leaves her car key with a friend so that the friend can use the car while she is away. One day, while the car is parked on the street outside her friend's house, a utility pole falls unexpectedly and lands on the hood of the car, damaging it severely. Jenny files a claim with her insurance company for the damage. ","Jenny's car insurance policy includes coverage for ""Vehicle Damage,"" which excludes <b>""loss of or damage to the policyholder's car if, at the time of the incident, it was under the custody or control of anyone with the policyholder's permission who is not covered under the policy.""</b>",yes,Vehicle Damage,95,4,28716,Vehicle Damage I,unambiguous_uncovered,2,33,Yes,,3,1,Male,English,0,n/a,White,Chrome,Windows,1050,1680,2.4075166666666665,
1681,condition1,2,"Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom the police promptly arrest. Salma files a claim with her insurance company for the damage caused by the forced entry.","Salma's home insurance covers ""Emergency Damages,"" defined as <b>""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""</b>",yes,Emergency Damages,90,5,26346,Emergency Damages II,unambiguous_covered,2,33,Yes,,3,1,Male,English,0,n/a,White,Chrome,Windows,1050,1680,2.4075166666666665,
1205,condition1,3,"One day, Gene parks his car next to his home and leaves behind his smartphone, which catches fire later that day due to a defect. Gene notices and manages to extinguish the fire before it totals the car, but not before the fire spreads to one of his car's stereo speakers, which was adjacent to the phone.  Gene files a claim with his insurance company for the loss. ","Gene's car insurance policy includes coverage for ""Vehicle Fire,"" defined as <b>loss or damage as a result of fire to the policy holder's car or audio equipment (while in or on the car).""</b>",no,Vehicle Fire,75,3,47048,Vehicle Fire II,unambiguous_covered,6,32,Yes,None at this time!,3,2,Male,English,0,No,White,Chrome,Linux,853,1517,3.4644166666666667,
1205,condition1,3,"One evening, several of Blake's friends crowd into his house for a dance party. The many rambunctious dancers cause Blake's house to shake, which damages the house's foundation. Blake files a claim with his insurance company for the damage. ","Blake has home insurance that covers ""Ground Heave"" damage, defined as <b>""loss or damage resulting from ground heave of the site on which the building stands, or landslip.""</b>",no,Ground Heave,90,4,28968,Ground Heave I,unambiguous_uncovered,6,32,Yes,None at this time!,3,2,Male,English,0,No,White,Chrome,Linux,853,1517,3.4644166666666667,
1205,condition1,3,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day,  she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that her estranged young adult son spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages. ","Beth has home insurance that covers losses from ""Malicious Acts or Vandalism,"" defined as <b>""costs associated with repairing deliberate damage to the policyholder's property made by an adverse third party.""</b>",yes,Malicious Acts or Vandalism,80,5,26168,Malicious Acts or Vandalism II,controversial,6,32,Yes,None at this time!,3,2,Male,English,0,No,White,Chrome,Linux,853,1517,3.4644166666666667,
1984,condition1,2,"Ahmad drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front windshield. When he returns, he discovers a baseball near the car, and that the windshield appears chipped but otherwise functional and intact. Ahmad files a claim with his insurance company for the damage. ","Ahmad's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as <b>""broken glass in the car's windows or windshield.""</b>",no,Vehicle Glass,55,3,63226,Vehicle Glass I,controversial,5,59,Yes,none,3,2,Female,English,0,no,White,Chrome,Windows,864,1536,4.593066666666667,
1984,condition1,3,"Hunter, who lives alone, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing several hundred dollars in bills that Hunter left in the car. Hunter files a claim with his insurance company for the loss. ","Hunter's car insurance policy includes coverage for ""Vehicle Theft,"" defined as <b>loss or damage as a result of theft to the policy holder's car or car accessories (while in or on the car).""</b>",no,Vehicle Theft,85,4,61945,Vehicle Theft IV,unambiguous_uncovered,5,59,Yes,none,3,2,Female,English,0,no,White,Chrome,Windows,864,1536,4.593066666666667,
1984,condition1,3,"One day, Clint hears a loud crash in his house and finds that the ground beneath his house has shifted, causing his house's foundation to crack. Clint files a claim with his insurance company for the damage. ","Clint has home insurance that covers ""Ground Heave"" damage, defined as <b>""loss or damage resulting from ground heave of the site on which the building stands, or landslip.""</b>",yes,Ground Heave,93,5,60128,Ground Heave II,unambiguous_covered,5,59,Yes,none,3,2,Female,English,0,no,White,Chrome,Windows,864,1536,4.593066666666667,
1287,condition1,2,"Olivia lives in a very quiet neighborhood at the edge of town. One day, a group of teenagers spread several bags' worth of garbage in front of Olivia's house as a prank, littering her property with debris and costing her hundreds of dollars in cleanup expenses. Olivia files a claim with her insurance company for the damages.","Olivia has home insurance that covers damage from ""Malicious Acts or Vandalism,"" defined as <b>""actions involving deliberate destruction or damage to the policyholder's property.""</b>",yes,Malicious Acts or Vandalism,70,3,46170,Malicious Acts or Vandalism I,unambiguous_covered,0,23,Yes,None,2,2,Female,English,0,None,Asian,Chrome,Windows,720,1280,2.648416666666667,
1287,condition1,3,"Vivian lives alone in a single-family house in the suburbs. She decides to move abroad, but she keeps the deed to her house because she intends to move back one day. While abroad, her house suffers from an electrical short circuit that causes a severe fire, damaging nearly the entire home. Vivian files a claim with her insurance company for the damages. ","Vivian has home insurance for ""Loss and Accidental Damage,"" which only applies if the damage occurs <b>""while temporarily away from home anywhere in the world.""</b>",yes,Loss and Accidental Damage,80,4,38663,Loss and Accidental Damage,controversial,0,23,Yes,None,2,2,Female,English,0,None,Asian,Chrome,Windows,720,1280,2.648416666666667,
1287,condition1,3,"One day, Shannon is working on her motorcycle in her garage. As she does so, she smokes a cigarette. Suddenly, she drops the lit cigarette onto the floor, igniting a nearby flammable cleaning product and sending her garage up in flames. Shannon files a claim with her insurance company for the damage.","Shannon has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as <b>""any work on her home or belongings that requires, uses or produces any sources of heat that could ignite flammable materials.""</b> ",no,Hot Work,70,5,39653,Hot Work I,unambiguous_uncovered,0,23,Yes,None,2,2,Female,English,0,None,Asian,Chrome,Windows,720,1280,2.648416666666667,
1057,condition1,3,"One day, a hail storm hits Rick's house and causes damage to the plants on his balcony. Many plants lose leaves and some are completely covered in ice, causing them to die. Rick files a claim with his insurance company for the damage. ","Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as <b>""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass.""</b>",no,Hail Damage,100,3,58939,Hail Damage,unambiguous_uncovered,0,47,Yes,,0,2,Female,english,0,none,White,Chrome,Windows,768,1366,10.030133333333334,
1057,condition1,2,"John takes generally good care of his car, but one day he is involved in a minor accident which knocks his front left wheel out of alignment. He brings his car in to a mechanic to have the wheel re-aligned, but the mechanic tells John that his car will also need substantial repair work because the unaligned wheel has been scraping against the body of the car since the accident. John files a claim with his insurance company for the damage. ","John's car insurance policy includes coverage for ""Vehicle Damage,"" which excludes <b>""loss or damage caused by wear and tear.""</b>",yes,Vehicle Damage,50,4,177133,Vehicle Damage II,controversial,0,47,Yes,,0,2,Female,english,0,none,White,Chrome,Windows,768,1366,10.030133333333334,
1057,condition1,4,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day,  she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that a group of neighborhood teenagers spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages. ","Beth has home insurance that covers losses from ""Malicious Acts or Vandalism,"" defined as <b>""costs associated with repairing deliberate damage to the policyholder's property made by an adverse third party.""</b>",yes,Malicious Acts or Vandalism,100,5,54835,Malicious Acts or Vandalism II,unambiguous_covered,0,47,Yes,,0,2,Female,english,0,none,White,Chrome,Windows,768,1366,10.030133333333334,
1753,condition1,1,"One day, while Margot is away from her home, her surveillance footage captures her neighbor's dog trampling her plants. Margot files a claim with her insurance company for the loss.","Margot has home insurance that covers ""Garden Plants"" damage, defined as <b>""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals.""</b>",no,Garden Plants,45,3,53860,Garden Plants II,unambiguous_uncovered,3,26,No,n/a,3,2,Female,English,0,no,White,Chrome,Windows,720,1280,2.9011,
1753,condition1,2,"Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of about a week, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.","Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as <b>""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""</b>",no,Flooding,70,4,18686,Flood II,controversial,3,26,No,n/a,3,2,Female,English,0,no,White,Chrome,Windows,720,1280,2.9011,
1753,condition1,3,"Justin, a skilled plumber, is repairing his leaky kitchen sink when he notices more extensive damage to a pipe that leads to the kitchen. In order to access and repair the damaged pipe, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage. ","Justin has insurance that covers ""Trace and Access,"" defined as <b>""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables or pipes in your home.""</b>",yes,Trace and Access,78,5,39960,Trace and Access I,unambiguous_covered,3,26,No,n/a,3,2,Female,English,0,no,White,Chrome,Windows,720,1280,2.9011,
1206,condition1,1,"Martha is installing hardwood flooring in her living room. She uses a heat gun -- a device that emits very hot air -- to help dry the glue that attaches the floorboards. While arranging her floorboards, she sets her heat gun down on her expensive dining room table, which severely warps the table's surface. Martha files a claim with her insurance company for the damage.","Martha has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as <b>""any work that requires, uses or produces any sources of heat that could ignite flammable materials.""</b> ",cantdecide,Hot Work,50,3,58372,Hot Work II,unambiguous_uncovered,0,43,Yes,None,3,2,Male,English,0,None,White,Chrome,Linux,768,1366,3.3254166666666665,
1206,condition1,3,"Jett discovers that his house's water pressure is very low, and he calls an inspector to survey what may be the issue. Floorboards have to be removed to access the piping. It is then discovered that the water pipes froze in a recent winter storm, causing them to abruptly crack. Jett files a claim with his insurance company for the damage. ","Jett has insurance that covers ""Trace and Access,"" defined as <b>""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables, pipes, underground drain pipes or tanks providing services to and from your home.""</b>",yes,Trace and Access,80,4,51486,Trace and Access II,unambiguous_covered,0,43,Yes,None,3,2,Male,English,0,None,White,Chrome,Linux,768,1366,3.3254166666666665,
1206,condition1,3,"Cooper, who keeps a GPS-tracked smartphone in his car to play music and for navigation, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and driving away. Cooper files a claim with his insurance company for the loss. ","Cooper's car insurance policy includes coverage for ""Vehicle Theft,"" which applies only if <b>""the policyholder's car contains a working GPS tracking device.""</b>",no,Vehicle Theft,90,5,32664,Vehicle Theft VI,controversial,0,43,Yes,None,3,2,Male,English,0,None,White,Chrome,Linux,768,1366,3.3254166666666665,
1222,condition1,4,"Cooper, who keeps a GPS tracking device in his car, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and driving away. Cooper files a claim with his insurance company for the loss. ","Cooper's car insurance policy includes coverage for ""Vehicle Theft,"" which applies only if <b>""the policyholder's car contains a working GPS tracking device.""</b>",yes,Vehicle Theft,100,3,45604,Vehicle Theft VI,unambiguous_covered,2,34,Yes,,2,2,Female,English,0,no,White,Chrome,Windows,768,1360,4.567633333333333,
1222,condition1,3,"Vivian lives alone in a single-family house in the suburbs. She decides to move abroad, but she keeps the deed to her house because she intends to move back one day. While abroad, her house suffers from an electrical short circuit that causes a severe fire, damaging nearly the entire home. Vivian files a claim with her insurance company for the damages. ","Vivian has home insurance for ""Loss and Accidental Damage,"" which only applies if the damage occurs <b>""while temporarily away from home anywhere in the world.""</b>",cantdecide,Loss and Accidental Damage,50,4,72893,Loss and Accidental Damage,controversial,2,34,Yes,,2,2,Female,English,0,no,White,Chrome,Windows,768,1360,4.567633333333333,
1222,condition1,4,"Late one night, Joanne hears loud crashing noises coming from another room in her home and knows it is just her two dogs playing together. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs; Joanne just wanted help subduing the dogs. Joanne files a claim with her insurance company for the damage caused by the forced entry.","Joanne's home insurance covers ""Emergency Damages,"" defined as <b>""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""</b>",yes,Emergency Damages,80,5,85459,Emergency Damages I,unambiguous_uncovered,2,34,Yes,,2,2,Female,English,0,no,White,Chrome,Windows,768,1360,4.567633333333333,
2319,condition1,4,"Jenny goes on vacation and leaves her car key in a safe inside her house. One day, while the car is parked on the street outside her house, a utility pole falls unexpectedly and lands on the hood of the car, damaging it severely. Jenny files a claim with her insurance company for the damage.","Jenny's car insurance policy includes coverage for ""Vehicle Damage,"" which excludes <b>""loss of or damage to the policyholder's car if, at the time of the incident, it was under the custody or control of anyone with the policyholder's permission who is not covered under the policy.""</b>",yes,Vehicle Damage,100,3,46747,Vehicle Damage I,unambiguous_covered,0,61,Yes,,4,1,Female,English,0,"Just confused about you displaying one type of policy (like glass) and then asking if HOOD damage was covered, with no broken glass involved?",White,Chrome,Linux,900,1600,3.58975,
2319,condition1,3,"Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front hood. When he returns, he discovers that the hood has been severely damaged. Aneesh files a claim with his insurance company for the damage. ","Aneesh's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as <b>""broken glass, and any scratching to the bodywork caused solely and directly by broken glass.""</b>",no,Vehicle Glass,80,4,42944,Vehicle Glass II,unambiguous_uncovered,0,61,Yes,,4,1,Female,English,0,"Just confused about you displaying one type of policy (like glass) and then asking if HOOD damage was covered, with no broken glass involved?",White,Chrome,Linux,900,1600,3.58975,
2319,condition1,2,Carol's bathroom wall has become severely damaged due to a pipe that leaked for several hours before Carol managed to find a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as <b>""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""</b>",yes,Escape of Water,100,5,34039,Escape of Water I,controversial,0,61,Yes,,4,1,Female,English,0,"Just confused about you displaying one type of policy (like glass) and then asking if HOOD damage was covered, with no broken glass involved?",White,Chrome,Linux,900,1600,3.58975,
1605,condition1,1,"Miranda lives in a two-story house, and she has a large plastic water cooler on the upper floor. One day, the cooler begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.","Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as <b>""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""</b>",no,Escape of Water,50,3,59870,Escape of Water II,controversial,3,65,Yes,,3,1,Female,english,0,no,White,Chrome,Windows,840,1344,2.9133,
1605,condition1,3,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his neighborhood's power plant, causing a power outage. Cam goes to his attic with a candle to reset the circuit breaker, but he drops the candle and starts a fire so large that almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage. ","Cam's home insurance policy includes coverage for ""Storm Damage,"" defined as <b>""damage caused by a storm.""</b>",no,Storm Damage,90,4,30529,Storm Damage,unambiguous_uncovered,3,65,Yes,,3,1,Female,english,0,no,White,Chrome,Windows,840,1344,2.9133,
1605,condition1,3,"As part of his bakery business, Peter owns a van which he uses to make local deliveries. One day, Peter is mugged by an individual who takes the key to the van. Replacing the key costs Peter hundreds of dollars. Peter files a claim with his insurance company for his losses.","Peter has insurance that covers ""Loss or Damage to a Goods Carrying Vehicle,"" which includes <b>""key replacement in the case of theft.""</b>",yes,Loss or Damage to a Goods Carrying Vehicle,90,5,34466,Goods Carrying Vehicle: Loss or Damage to Vehicle,unambiguous_covered,3,65,Yes,,3,1,Female,english,0,no,White,Chrome,Windows,840,1344,2.9133,
1565,condition1,3,"Justin, a skilled plumber, is repairing his leaky kitchen sink when he inadvertently punctures a pipe that leads to the kitchen. In order to access and repair the damaged pipe, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage. ","Justin has insurance that covers ""Trace and Access,"" defined as <b>""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables or pipes in your home.""</b>",no,Trace and Access,48,3,214844,Trace and Access I,controversial,2,30,Yes,,4,2,Male,english,0,no,"Latino, White",Chrome,Windows,1080,1920,8.664833333333334,
1565,condition1,2,"As Madison is walking through her kitchen one afternoon, she notices oil dripping from her heater into a puddle, which is damaging her hardwood floors. Madison files a claim with her insurance company for the damage.","Madison has insurance that covers home damage from ""Escape of Oil,"" defined as <b>""oil leaking from a fixed oil-fired heating installation.""</b>",no,Escape of Oil,68,4,125168,Escape of Oil I,unambiguous_covered,2,30,Yes,,4,2,Male,english,0,no,"Latino, White",Chrome,Windows,1080,1920,8.664833333333334,
1565,condition1,4,"One day, Chris is involved in a minor accident. His work laptop, which was in the car at the time, was damaged. Chris files a claim with his insurance company for the damage. ","Chris's car insurance policy includes coverage for ""Vehicle Damage,"" defined as <b>""loss or damage to the policy holder's 1) car; or 2) audio equipment (while in the car)."" </b> ",no,Vehicle Damage,99,5,56584,Vehicle Damage IV,unambiguous_uncovered,2,30,Yes,,4,2,Male,english,0,no,"Latino, White",Chrome,Windows,1080,1920,8.664833333333334,
1891,condition1,2,"One day, Steve is involved in a minor accident. His favorite guitar, which was in the car at the time, was damaged. Steve files a claim with his insurance company for the damage. ","Steve's car insurance policy includes coverage for ""Vehicle Damage,"" defined as <b>""loss or damage to the policy holder's 1) car; or 2) car accessories (while in or on the car)."" </b> ",no,Vehicle Damage,80,3,42720,Vehicle Damage III,unambiguous_uncovered,2,50,Yes,N/A,3,2,Female,English,0,No,White,Chrome,Windows,720,1280,2.25075,
1891,condition1,2,"One day, a hail storm hits Rick's house and causes damage to his skylight window. The window is chipped, but the roof is not leaking. Rick files a claim with his insurance company for the damage. ","Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as <b>""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass.""</b>",yes,Hail Damage,90,4,18998,Hail Damage,controversial,2,50,Yes,N/A,3,2,Female,English,0,No,White,Chrome,Windows,720,1280,2.25075,
1891,condition1,3,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day,  she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that a group of neighborhood teenagers spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages. ","Beth has home insurance that covers losses from ""Malicious Acts or Vandalism,"" defined as <b>""costs associated with repairing deliberate damage to the policyholder's property made by an adverse third party.""</b>",yes,Malicious Acts or Vandalism,95,5,29320,Malicious Acts or Vandalism II,unambiguous_covered,2,50,Yes,N/A,3,2,Female,English,0,No,White,Chrome,Windows,720,1280,2.25075,
